統計期,國家/地區別,<b>總計</b>,1.活動物；動物產品,(1)水產品,2.植物產品,(1)食用蔬菜,(2)食用果實及堅果,3.動植物油脂,4.調製食品；飲料及菸酒,(1)調製食品,(2)飲料、酒類及醋,(3)菸及菸葉代用品,5.礦產品,(1)石油煉製品,6.化學品,(1)有機化學品,7.塑膠、橡膠及其製品,(1)塑膠原料,(2)塑膠製品,(3)橡膠及其製品,8.毛皮及其製品,9.木及木製品,10.紙漿；紙及其製品；印刷品,11.紡織品,(1)紗布,12.鞋、帽及其他飾品,13.非金屬礦物製品,14.珠寶及貴金屬製品,15.基本金屬及其製品,(1)鋼鐵及其製品,(2)其他基本金屬及其製品,16.機械及電機設備,(1)電子零組件,(2)機械,(3)電機產品,(4)資通與視聽產品,(5)家用電器,17.運輸工具,18.光學及精密儀器；鐘錶；樂器,(1)光學及精密儀器,19.其他,(1)家具,(2)玩具與運動用品,月,年
104年 4月,南亞,397653.0,884,779,1371,－,－,74,394,65,－,－,1143,465,63799,34623,89553,75182,9595,4776,3212,44,7454,63405,52243,506,1647,6733,38221,30852,7369,105105.0,9784,50549,9074,35236,462,3308,4073,4015,6727,653,1091,4,104
104年 4月,印度,245798.0,4,4,1278,－,－,2,134,35,－,－,32,7,46625,30444,60308,52808,5254,2246,497,44,3306,15464,12060,198,615,6728,22096,17410,4686,80161.0,9652,32939,6243,30985,342,1982,2785,2734,3539,528,870,4,104
104年 4月,巴基斯坦,36622.0,9,－,13,－,－,49,4,4,－,－,252,46,6440,2773,6423,3674,2055,694,17,－,319,7121,2524,5,907,－,7352,6611,741,5324.0,65,2687,1534,1004,34,625,977,977,785,43,51,4,104
104年 4月,孟加拉,84545.0,96,－,80,－,－,23,75,5,－,－,763,412,9289,1043,19254,16523,1350,1381,2654,－,2685,24277,21832,288,13,－,7314,5572,1742,15525.0,67,11996,1038,2368,56,543,200,199,1466,50,25,4,104
104年 4月,斯里蘭卡,30333.0,775,775,－,－,－,－,181,21,－,－,96,－,1443,363,3527,2151,921,455,44,－,1140,16497,15781,15,112,5,1459,1259,200,3879.0,－,2906,240,703,30,156,92,86,912,32,137,4,104
104年 4月,尼泊爾,353.0,－,－,－,－,－,－,－,－,－,－,－,－,2,－,41,26,15,－,－,－,4,46,46,－,－,－,－,－,－,214.0,－,21,17,176,－,2,19,19,25,－,8,4,104
104年 4月,不丹,2.0,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,2.0,－,－,2,－,－,－,－,－,－,－,－,4,104
104年 4月,哈薩克,3052.0,－,－,－,－,－,－,－,－,－,－,－,－,6,－,66,－,66,－,－,－,－,－,－,－,9,－,215,69,146,2265.0,－,963,229,1023,50,376,17,17,98,－,6,4,104
104年 4月,中東,612749.0,1960,1829,348,145,6,100,1049,892,157,－,85,－,30056,15243,77074,39964,23579,13531,637,512,5488,59461,44070,449,2879,44,105900,91274,14626,224991.0,24051,74173,37388,84382,4997,78396,6852,6635,16468,4860,5888,4,104
104年 4月,伊朗,55610.0,－,－,－,－,－,－,－,－,－,－,－,－,7807,6070,8292,5079,2634,579,11,24,7,5023,276,－,96,－,15572,14635,937,14146.0,237,7383,2030,3731,765,1778,890,884,1964,404,1310,4,104
104年 4月,伊拉克,2806.0,－,－,－,－,－,－,18,－,18,－,－,－,28,－,257,164,81,12,－,－,6,15,13,－,32,－,318,183,135,1336.0,39,788,157,49,303,555,144,144,97,－,－,4,104
104年 4月,以色列,54026.0,－,－,9,－,－,－,79,17,62,－,－,－,2236,1335,5696,3790,1083,823,26,1,220,3685,542,30,219,－,4626,2975,1651,31151.0,11985,5983,3183,9670,330,3604,1106,1060,1338,145,360,4,104
104年 4月,科威特,15568.0,239,237,4,－,－,－,91,91,－,－,－,－,300,75,2187,949,1043,195,35,31,124,641,355,35,98,－,2991,2593,398,2771.0,－,1661,728,368,14,5237,91,91,693,129,397,4,104
104年 4月,阿曼,14972.0,－,－,11,－,－,10,－,－,－,－,－,－,749,655,929,644,223,62,－,－,5,114,104,－,1,－,7269,6982,287,843.0,－,353,242,197,51,4704,30,29,307,99,73,4,104
104年 4月,卡達,6347.0,－,－,－,－,－,－,－,－,－,－,－,－,171,－,605,293,194,118,4,56,21,74,－,39,9,－,755,481,274,1333.0,－,491,180,603,59,2970,99,99,211,34,13,4,104
104年 4月,沙烏地阿拉伯,133318.0,860,850,47,－,－,90,78,78,－,－,－,－,7093,3520,17974,5524,7334,5116,408,189,1261,4294,1479,149,401,37,39765,37093,2672,24081.0,104,8567,5783,8345,1282,30624,689,658,5278,2142,2278,4,104
104年 4月,土耳其,143300.0,－,－,29,－,－,－,68,68,－,－,85,－,4920,313,16615,10126,2742,3747,15,61,305,9082,6548,－,879,－,14655,11770,2885,88706.0,10673,33332,19159,24804,738,4499,2350,2310,1031,74,202,4,104
104年 4月,阿拉伯聯合大公國,128028.0,643,643,146,68,－,－,168,131,37,－,－,－,5470,3217,17454,9061,7034,1359,132,149,2200,5902,4850,193,653,7,16073,11534,4539,53060.0,853,12594,5037,33744,832,20683,1049,968,4046,1523,1073,4,104
104年 4月,北美洲,3301987.0,16337,13614,9903,1386,481,2303,26945,22973,3148,－,22448,18401,95089,31957,251601,44564,136894,70143,5067,3723,20105,79192,38727,8293,26945,10063,553568,379468,174100,1570107.0,194840,355945,220285,777740,21297,300894,111742,101163,187662,66858,69390,4,104
104年 4月,美國,3080897.0,14960,12507,8523,1244,174,1920,23656,20049,2870,－,22103,18401,87631,30445,230076,40564,127087,62425,4886,3356,19261,71856,33502,7927,24518,10059,491803,334615,157188,1500065.0,178058,334186,209323,757667,20831,273737,108531,98569,176029,63230,64768,4,104
104年 4月,加拿大,221061.0,1377,1107,1380,142,307,383,3289,2924,278,－,345,－,7458,1512,21521,4000,9803,7718,181,367,844,7336,5225,366,2426,4,61765,44853,16912,70020.0,16782,21759,10958,20055,466,27157,3211,2594,11631,3628,4622,4,104
104年 4月,中美洲,298065.0,371,371,83,2,－,1,886,370,479,－,3783,87,14474,1273,34013,14902,14799,4312,494,111,1339,24267,20293,334,1292,28,49689,37502,12187,137625.0,42171,24156,13989,54404,2905,19569,3102,2737,6604,3257,1443,4,104
104年 4月,墨西哥,221415.0,－,－,－,－,－,－,－,－,－,－,3368,－,8131,926,14707,3920,8819,1968,37,88,292,15459,13115,206,799,10,41297,31867,9430,119110.0,41483,17939,11185,48317,186,12495,1783,1597,3633,1947,879,4,104
104年 4月,南美洲,231051.0,1381,1381,353,26,1,32,562,400,125,－,691,222,15255,6088,46736,28011,10962,7763,206,29,2623,15894,12591,441,1281,146,28517,20676,7841,85962.0,12982,31375,9270,31073,1262,18064,5042,4691,7836,1900,3168,4,104
104年 4月,巴西,104025.0,364,364,253,1,－,－,284,268,3,－,205,196,9220,4005,17327,12933,2702,1692,123,－,880,7830,7221,377,624,144,8532,5822,2710,48110.0,9797,16065,3784,18018,446,5045,2021,1916,2686,440,1365,4,104
104年 4月,智利,26010.0,8,8,9,7,1,2,64,52,2,－,－,－,1027,259,4339,1527,1991,821,7,2,452,1401,1031,14,101,－,3154,1568,1586,10997.0,104,3501,856,6481,55,2112,771,669,1550,471,599,4,104
104年 4月,秘魯,18175.0,－,－,2,－,－,－,21,－,21,－,－,－,1028,141,4654,2376,1223,1055,－,－,115,1328,973,－,33,－,4109,3484,625,4744.0,－,2124,1037,1469,114,761,378,363,1002,465,128,4,104
104年 4月,歐洲,2027432.0,716,690,3203,14,1,331,7593,3949,3551,67,53484,53263,54262,22378,110261,32575,57239,20447,5560,1132,5180,44198,22440,3096,12108,5520,288417,186967,101450,1058250.0,248759,206464,130165,465340,7522,227166,59628,54483,87327,22763,33421,4,104
104年 4月,德國,466573.0,56,46,281,－,－,2,1242,1148,94,－,－,－,6793,1562,20354,4678,10946,4730,970,266,1496,9680,3949,582,2472,2395,58511,33172,25339,282895.0,111838,51597,29645,88033,1782,43397,14181,13266,21000,5453,8034,4,104
104年 4月,法國,103986.0,94,94,59,－,－,17,597,343,187,67,－,－,2374,860,7758,2160,4424,1174,106,82,434,2751,1133,226,1446,241,16608,7842,8766,52066.0,12718,13248,5846,20106,148,9363,3876,3646,5888,1417,1898,4,104
104年 4月,荷蘭,355238.0,38,38,1806,－,－,117,3189,1020,2169,－,53415,53263,16217,10751,17234,8220,6560,2454,1329,334,516,5380,2329,261,791,289,29772,20301,9471,166737.0,33219,25239,17330,89971,978,42130,7267,5885,8416,3676,2646,4,104
104年 4月,英國,309711.0,95,95,297,3,－,12,1053,629,424,－,2,－,3964,758,16302,2126,11211,2965,432,203,746,6587,2602,421,1642,1727,41268,25725,15543,166206.0,13894,23953,16038,111327,994,38268,11999,11017,18487,5358,7725,4,104
104年 4月,俄羅斯,67502.0,－,－,83,－,－,－,44,18,－,－,－,－,3495,473,5051,1579,1819,1653,3,59,180,1743,1123,24,547,－,17134,13419,3715,32852.0,1286,11316,3974,15700,576,3606,598,598,2083,348,1075,4,104
104年 4月,奧地利,25281.0,－,－,6,5,1,－,1,1,－,－,－,－,1406,34,1241,828,368,45,33,1,17,351,306,1,223,36,1792,234,1558,17009.0,4204,2523,2897,7349,36,1622,897,891,645,83,202,4,104
104年 4月,比利時,77961.0,71,71,68,－,－,136,145,108,37,－,22,－,3152,1623,5802,2248,2953,601,279,42,120,3649,2708,437,692,2,17187,11340,5847,23860.0,2438,9009,4654,7641,118,14044,4874,4856,3379,383,1653,4,104
104年 4月,匈牙利,37612.0,－,－,－,－,－,－,－,－,－,－,－,－,456,362,606,49,462,95,9,－,26,191,181,－,10,－,1154,719,435,32365.0,9780,1573,1640,19271,101,1778,580,578,437,11,66,4,104
104年 4月,義大利,130300.0,122,122,284,－,－,－,200,102,98,－,－,－,5655,2608,9150,3816,3911,1423,1283,20,641,4595,2961,226,1692,6,29541,23009,6532,46407.0,5180,17045,12567,11332,283,21183,3151,2986,6144,1218,2578,4,104
104年 4月,波蘭,58406.0,1,1,31,－,－,－,78,4,74,－,－,－,3112,328,2600,679,1620,301,10,－,65,1274,582,35,582,4,9300,5931,3369,34152.0,7359,7130,7703,11636,324,4184,716,688,2262,767,600,4,104
104年 4月,西班牙,69570.0,16,－,53,4,－,23,144,135,9,－,6,－,2224,815,5572,1805,2174,1593,39,8,192,2395,1535,339,688,250,15449,12103,3346,23666.0,2772,8394,3982,7597,921,10022,2868,2564,5616,808,3584,4,104
104年 4月,瑞典,44972.0,18,18,－,－,－,－,272,54,218,－,－,－,266,22,2961,428,2249,284,161,2,124,317,128,81,281,9,14099,8145,5954,15921.0,657,4063,3787,7318,96,6137,1270,1214,3053,1184,950,4,104
104年 4月,瑞士,35811.0,15,15,50,－,－,－,35,35,－,－,－,－,877,565,2104,－,1660,444,595,4,36,529,436,76,34,441,2446,1204,1242,21004.0,3078,3992,5080,8742,112,4663,1749,940,1153,177,253,4,104
104年 4月,烏克蘭,5077.0,61,61,－,－,－,－,－,－,－,－,－,－,30,－,729,541,144,44,2,－,130,306,166,20,－,－,1422,1222,200,1779.0,121,534,137,987,－,450,42,42,106,15,－,4,104
104年 4月,歐盟(註2),1587178.0,545,519,2751,11,1,319,6798,3609,3122,67,53482,53263,46176,20582,84966,27657,42065,15244,4511,867,4039,34883,18111,2542,9854,3348,223954,143921,80033,823529.0,229424,163424,103981,320792,5908,175172,44926,41585,64516,16428,24263,4,104
104年 4月,東歐,276443.0,75,75,133,－,－,2,449,154,269,－,－,－,9440,2098,13736,4294,6501,2941,65,67,579,6132,3419,288,1525,4,44036,31308,12728,168775.0,39936,34970,18170,74179,1520,17823,5195,5165,8119,1916,2610,4,104
104年 4月,非洲,202671.0,11166,11110,316,－,－,66,527,182,345,－,2060,42,12461,5719,36452,26844,6311,3297,145,147,1752,20614,17877,192,795,365,31751,26967,4784,63468.0,6405,28764,9008,18183,1108,12786,2605,2591,5003,1528,1296,4,104
104年 4月,阿爾及利亞,4942.0,－,－,－,－,－,－,－,－,－,－,－,－,507,－,682,311,316,55,－,－,－,－,－,－,142,－,1784,1508,276,1245.0,8,380,334,523,－,309,150,150,123,46,70,4,104
104年 4月,安哥拉,872.0,－,－,－,－,－,－,－,－,－,－,－,－,－,－,105,－,60,45,－,－,－,4,－,40,－,－,88,6,82,595.0,－,144,2,448,1,37,1,1,2,－,－,4,104
104年 4月,埃及,52816.0,416,416,－,－,－,53,－,－,－,－,－,－,2842,1404,17199,14758,1144,1297,－,98,255,4873,4550,1,88,－,5986,4761,1225,15941.0,590,5594,1978,7358,421,3973,343,343,748,335,179,4,104
104年 4月,南非,62104.0,1884,1847,147,－,－,1,354,163,191,－,20,18,2650,960,8651,5766,2019,866,55,26,545,4534,3882,108,283,365,10196,7505,2691,24077.0,4245,10348,3761,5458,265,4755,1214,1205,2239,551,743,4,104
104年 4月,肯亞,10182.0,－,－,2,－,－,－,－,－,－,－,－,－,630,105,2311,1755,460,96,－,－,300,3863,3664,－,8,－,360,270,90,2130.0,12,1640,178,300,－,179,17,17,382,75,13,4,104
104年 4月,奈及利亞,16552.0,－,－,－,－,－,－,－,－,－,－,－,－,2763,2296,1059,463,414,182,28,－,128,177,138,19,63,－,5887,5874,13,4893.0,－,2623,643,1621,6,1224,65,65,246,－,－,4,104
104年 4月,大洋洲,317472.0,5706,5581,1155,95,1,242,4678,3271,1289,16,27404,25456,24506,4531,34446,14674,14252,5520,380,230,8814,8290,2738,451,2403,184,65428,50815,14613,93127.0,1757,26830,15100,48214,1226,21597,4880,4481,13551,4064,5306,4,104
104年 4月,澳大利亞,261872.0,1998,1881,998,84,－,124,3128,2467,588,－,22518,21219,21317,4118,26871,11894,10865,4112,277,165,7671,6594,2029,262,1640,176,51679,40160,11519,82761.0,1460,23057,13805,43408,1031,18394,4139,3781,11160,3256,4861,4,104
104年 4月,巴布亞紐幾內亞,5068.0,－,－,－,－,－,－,－,－,－,－,4146,4146,－,－,96,－,26,70,－,－,－,7,6,－,－,－,324,267,57,262.0,－,174,69,19,－,106,5,5,122,94,－,4,104
104年 4月,紐西蘭,36817.0,16,14,73,7,1,111,618,356,238,－,46,－,2915,408,5523,1814,2594,1115,89,7,855,909,357,18,652,8,11024,9322,1702,8915.0,206,2971,1043,4572,123,2632,687,653,1719,559,348,4,104
106年 7月,亞洲,19378394.0,132291,108177,55631,8854,13250,3630,156748,101034,31977,10618,884506,765498,1371987,698165,1329332,913054,313807,102471,44460,11931,123670,603694,495057,17536,156769,66318,1357280,673104,684176,11280235,8121784,1343212,416780,1381175,17284,290376,1275015,1263054,216985.0,36545,53677,7,106
106年 7月,中國大陸,7259797.0,20688,16065,22419,122,5820,1406,51526,41979,8214,229,117748,34857,746742,480856,661761,506153,128295,27313,12034,5486,35888,160261,130168,4764,92321,15773,560178,156854,403324,3776659,2339086,673151,171838,586755,5829,50968,863185,861011,59990.0,7163,17744,7,106
106年 7月,香港,3442278.0,6593,4219,5870,339,1209,221,23582,19485,3032,403,33483,33276,48178,1418,135395,102759,28452,4184,7025,296,10783,56684,46968,3338,20363,26056,56008,21747,34261,2774143,2320502,44033,78738,329899,971,7954,194740,188613,31566.0,1987,5325,7,106
106年 7月,日本,1942276.0,63205,53329,20208,8179,5121,575,9028,5398,677,1380,10912,3948,136748,28333,137938,70613,52977,14348,2337,3011,10439,32406,20524,3058,21917,14097,195622,121538,74084,1083770,703637,141865,61464,171100,5704,56435,83315,81271,57255.0,19851,17904,7,106
106年 7月,南韓,1184151.0,4084,2162,1567,－,884,276,10962,10132,229,－,86662,76513,81293,55928,51890,17165,32890,1835,510,209,3947,7212,3503,407,8676,1282,67295,40909,26386,789856,610689,87452,10498,80513,704,9591,48916,48745,9516.0,808,3478,7,106
106年 7月,新南向18國(註1),5834297.0,40823,35452,6589,318,205,1313,65908,27797,20160,8606,639136,616984,394916,134894,380978,235862,84199,60917,22874,3201,70136,353861,295924,6539,14937,9251,541103,375060,166043,2938830,2149201,420359,107231,257016,5023,182541,90014,88341,71347.0,11650,12544,7,106
106年 7月,東協10國,5098989.0,37052,31892,5268,214,205,1048,60657,23272,19690,8606,630864,613304,290543,92852,257208,145898,62387,48923,19934,1833,54481,302311,257747,5483,10424,9086,411296,281863,129433,2720250,2129699,325128,81320,180571,3532,154081,78410,77105,48760.0,5644,5883,7,106
106年 7月,泰國,631108.0,12327,12057,241,91,－,121,2714,1693,38,－,3795,214,53050,18165,42944,15379,14013,13552,600,87,11867,29394,23746,727,2581,109,102708,64475,38233,237935,130590,59477,16712,30713,443,115143,7286,7193,7479.0,1270,1328,7,106
106年 7月,馬來西亞,812337.0,738,695,1535,14,38,187,5203,4009,336,77,43546,39509,45559,17171,41907,17416,7790,16701,429,164,10836,4924,3351,189,1689,1210,72606,55707,16899,552374,472661,31289,16647,31458,319,4840,17543,16970,6858.0,902,1089,7,106
106年 7月,印尼,273198.0,5005,4862,201,－,－,89,2331,2029,7,－,14781,14487,25243,5794,29114,18973,6069,4072,2461,247,4525,43442,37083,817,1411,12,46260,33986,12274,80970,12104,51704,6481,10567,114,8798,2387,2332,5104.0,1065,581,7,106
106年 7月,菲律賓,797097.0,2490,2450,456,9,11,204,3874,2752,391,115,368602,366790,19677,8238,20780,10058,9094,1628,1005,743,5568,19360,17811,481,944,－,34914,16038,18876,292100,235017,27675,8932,19964,512,9144,12055,12011,4700.0,1018,559,7,106
106年 7月,新加坡,1621499.0,629,519,905,99,145,189,8100,6052,1966,42,191522,189129,55236,14879,16805,7173,8342,1290,336,215,3287,3553,1886,274,1904,6999,25546,13807,11739,1276407,1167596,42893,15672,49143,1103,4343,17595,17267,7654.0,676,953,7,106
106年 7月,越南,882033.0,15777,11299,1829,1,－,257,35336,5206,16937,6835,8383,3011,88160,28391,101185,75011,15090,11084,12320,363,14853,161830,137956,2531,1807,724,126061,95606,30455,269880,111723,104534,16167,36546,910,5597,21174,20962,13966.0,603,1294,7,106
106年 7月,汶萊,921.0,10,10,22,－,11,－,247,235,12,－,1,－,14,－,127,3,121,3,－,－,21,6,－,－,－,－,283,263,20,129,－,51,4,74,－,22,－,－,39.0,－,－,7,106
106年 7月,緬甸,17999.0,71,－,6,－,－,－,1257,1240,1,－,122,86,1012,26,1582,758,715,109,627,－,683,3429,3124,87,60,－,1274,1027,247,6800,－,4525,521,1647,107,219,306,306,464.0,75,8,7,106
106年 7月,柬埔寨,62084.0,5,－,73,－,－,1,1595,56,2,1537,112,78,2382,188,2760,1127,1149,484,2148,14,2841,35961,32427,372,22,32,1637,951,686,3618,8,2948,183,455,24,5970,63,63,2478.0,20,71,7,106
106年 7月,寮國,713.0,－,－,－,－,－,－,－,－,－,－,－,－,210,－,4,－,4,－,8,－,－,412,363,5,6,－,7,3,4,37,－,32,1,4,－,5,1,1,18.0,15,－,7,106
106年 7月,南亞,431196.0,642,488,47,－,－,103,269,176,5,－,4837,3600,67096,38770,84158,69716,8699,5743,2501,1096,8083,44584,36013,369,2359,24,64837,49209,15628,130867,17347,70724,11842,30427,527,4496,6248,6112,8580.0,1023,2417,7,106
106年 7月,印度,278472.0,－,－,25,－,－,－,62,12,4,－,4188,3238,53015,35363,53848,45262,5909,2677,608,1076,4706,10300,7838,196,658,24,34376,22670,11706,103038,17235,50938,8423,26234,208,2638,4667,4593,5047.0,688,1855,7,106
106年 7月,巴基斯坦,41331.0,95,－,－,－,－,103,26,－,－,－,78,－,4474,1796,6661,4129,1267,1265,175,20,40,6948,1790,5,1308,－,11955,10775,1180,6635,24,3714,1603,1232,62,1051,480,467,1277.0,138,369,7,106
106年 7月,孟加拉,78777.0,48,－,14,－,－,－,133,117,－,－,156,－,7397,911,20318,18189,731,1398,1718,－,2025,12197,11541,166,234,－,15512,13825,1687,15861,82,12847,1333,1450,149,596,918,915,1484.0,196,92,7,106
106年 7月,斯里蘭卡,31842.0,499,488,8,－,－,－,48,47,1,－,415,362,2040,700,3331,2136,792,403,－,－,1290,14980,14685,2,158,－,2960,1906,1054,4986,6,3150,474,1251,105,193,173,127,759.0,1,101,7,106
106年 7月,尼泊爾,772.0,－,－,－,－,－,－,－,－,－,－,－,－,170,－,－,－,－,－,－,－,22,159,159,－,1,－,34,33,1,347,－,75,9,260,3,18,10,10,11.0,－,－,7,106
106年 7月,不丹,2.0,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,2.0,－,－,7,106
106年 7月,哈薩克,2860.0,－,－,－,－,－,－,－,－,－,－,－,－,417,－,79,66,7,6,－,－,1,－,－,－,－,－,86,10,76,2073,26,387,206,1440,14,173,7,7,24.0,－,2,7,106
106年 7月,中東,569202.0,1852,1817,353,86,－,284,1003,742,261,－,28088,27968,43232,29216,81797,52098,18071,11628,369,481,4628,43805,34245,317,2477,158,65965,51519,14446,203119,53004,62108,23816,60086,4105,68373,8501,8344,14400.0,3168,4405,7,106
106年 7月,伊朗,61649.0,－,－,60,－,－,18,－,－,－,－,－,－,9034,5036,11657,6745,2990,1922,2,158,518,4575,1395,－,127,96,13546,11616,1930,16822,304,8206,3976,3810,526,1680,1644,1644,1712.0,89,841,7,106
106年 7月,伊拉克,3979.0,－,－,17,－,－,－,－,－,－,－,－,－,176,－,145,71,73,1,－,－,54,184,35,－,4,－,1010,938,72,1382,－,769,233,72,308,893,17,17,97.0,11,－,7,106
106年 7月,以色列,66423.0,－,－,12,－,－,77,160,88,72,－,62,－,3741,2487,8721,6837,1337,547,6,3,270,1864,329,61,243,24,6950,4889,2061,37350,17947,5337,3474,10288,304,2999,2298,2287,1582.0,247,366,7,106
106年 7月,科威特,15123.0,197,164,12,6,－,－,32,15,17,－,2,2,350,185,2376,1307,765,304,2,26,29,539,341,－,58,－,2261,1605,656,3136,3,1591,1064,465,13,5636,82,82,385.0,74,178,7,106
106年 7月,阿曼,11296.0,－,－,3,－,－,－,－,－,－,－,－,－,301,205,948,666,234,48,－,－,419,303,296,－,3,－,372,209,163,1973,－,1374,356,101,142,6634,40,40,300.0,72,121,7,106
106年 7月,卡達,7958.0,37,37,－,－,－,－,18,18,－,－,－,－,953,354,1954,1445,94,415,1,－,－,59,9,5,4,－,1142,969,173,1256,1,727,149,372,7,1699,40,40,790.0,309,303,7,106
106年 7月,沙烏地阿拉伯,89521.0,933,931,72,45,－,63,44,44,－,－,58,－,12165,11174,11745,5356,4203,2186,298,33,591,3593,1617,6,420,6,10369,8545,1824,16914,－,6457,3863,5458,1136,29224,746,731,2241.0,836,843,7,106
106年 7月,土耳其,137907.0,－,－,87,－,－,18,72,72,－,－,－,－,10062,5574,21680,16021,1866,3793,6,94,738,5297,4072,39,709,－,10651,8053,2598,83101,33782,26728,4136,18001,454,1788,2058,2029,1507.0,44,633,7,106
106年 7月,阿拉伯聯合大公國,119747.0,477,477,52,－,－,20,108,45,63,－,27966,27966,4329,2591,14931,8317,4876,1738,47,96,1436,3778,3412,197,604,32,14598,10772,3826,34280,426,7723,5558,20183,390,12187,1286,1186,3323.0,1096,966,7,106
106年 7月,北美洲,3448665.0,20598,17526,9002,1208,393,1671,28760,23326,4973,－,2967,2,127489,44878,243149,36277,135995,70877,5339,3364,18455,71489,35097,10642,25333,4120,594552,399769,194783,1679568,205781,348677,246784,866933,11393,295344,110202,101799,196621.0,67225,78230,7,106
106年 7月,美國,3262139.0,18239,15344,7741,1063,11,1375,25214,20269,4544,－,2767,1,117089,43151,222920,32747,126908,63265,5111,3112,17361,66740,32527,9644,23822,4075,550200,367760,182440,1622093,200135,329145,234360,847646,10807,271535,107416,99443,185685.0,62831,75195,7,106
